,reviews,purchased
1459,Very good kit. I recommend adding oak for a true ... : Very good kit. I recommend adding oak for a true Cab taste. I did 1 oz of Toasted Oak (French) and 1oz of American Oak.Needs to age longer than 4 weeks though. Bulk aging with Oak Recommended!,
1460,"I can't comment on the quality of the wine yet ... : I can't comment on the quality of the wine yet as I just received this kit.It does come with the grape concentrate and all the chemicals needed to make the wine.Unlike most other kits on the market it does NOT included corks, shrink wrap caps, or labels.",
1461,"Very good low cost wine kit! : I have made over 60 wine kits over the last 4 years. This kit performed as well as any of the other kits. I bought the Merlot Fontana Wine kit and added about a cup of oak chips and about 3/4 cup dried elderberries which I do with all my Merlots. At 4 weeks I stabilized and put in the clarifiers. As always, I tasted the wine to establish dryness and flavor at the 4 week mark. From my experience, I believe this will be one of my better Merlots. The oak added the dryness I was looking for, the elderberries gave it a nice fruity flavor and the base Merlot had a nice all around wine flavor. I expect to bottle and age this for no less than 6 months, at which time I believe it will be a very good tasting wine. Thanks to Fontana and Amazon for supplying us with a low cost, good tasting wine kit. Hoping they add more varietals at this price in the near future.",
1462,"Love It!!! Buy it!!! : This is an amazing mix...just add Rum, I usually add a little pineapple juice and a cherry... Mix it with crushed ice... Enjoy!!!",True
1463,"Delicious Summer Mai tai Coctail Mix : I was so happy to have located Mr Mrs T Mai Tai Mix at Wallmart on-line. It is nearly impossible to find it in NJ (grocery or liquor stores). Usually, I am not a fan of any bar drink mixes, particularly now sugary ones, but this one is a fabulous concoction! Not too sweet, the flavors are well balanced between sweet sour, with a touch of bitter almonds. Just excellent to drink as is or it is very simple to prepare an exotic cocktail by addiing Baccardi Rum garnish with Maraschino cherry and a sliver of pineapple (on a skewer). I have been impressing our guests with it the entire summer :) Had to even give up one bottle to my neigbors. We are hooked! Wallmart send the product promptly for a very reasonable SH charge. It arrived in good condition (product is shelf stable). I'll be ordering it again next season, or maybe earlier if we want to have a nice summer cocktail in the winter months!",False
1464,Good for a premixed drink : I like to add a shot of light rum and a shot of spiced rum. It's a little sweeter than I would prefer but not bad at all for a premixed drink. It has been a hit at our pool parties.,True
1465,"Best Mai Tai mix : I've tried a number of different Mai Tai mixes and this is the best one by far. But it can be hard to find in stores. I'm glad I found it online so that I no longer have to worry about finding someplace that carries it. For my perfect Mai Tai, I use a combination of Trader Vic's dark and spiced rums, this mai tai mix, and a splash of orange juice.",True
1466,"I like this one better. : I could no longer fine my usual brand, even on the company website so I started looking for a new Mai Tai mixer. Look it up, these are complicated to make from scratch. I kept seeing this brand so I decided to order it and was very pleasantly surprized. This mix is a little more pineapple than the last, but I like that.",False
1467,Mojito cocktail mix : Great valve and product excellent for those who enjoy 'experimenting with bacics and coming up with one to call your own.,True
1468,"Great stuff! : Great taste, easy to use and has NO HIGH FRUCTOSE CORN SYRUP!!!",False
1469,Glad to find it!! : Apparently our area distributor stopped carrying this. We have tried other mixes but no other tastes this good. Thank you Walmart!!! Our summer porch-sitting is now complete.,False
1470,Great Value Butter Texas Style Biscuits - 5 count : These were delicious! I wish they came in a 10-count tube. They are becoming my first-choice refrigerated biscuits.,False
1471,"Fairly good value, okay selection. : I grew up loving Shasta, but I can never find their best flavors. It comes with lemon-lime, orange, grape, and fruit punch. My favorite is the punch and, in my opinion, the lemon-lime is better than most lemon-lime sodas. The grape and orange are just okay. It is nothing special, but it is a pretty good value. Also nice to have a variety of sodas handy on hot summer days, especially when having guests over.",False
1472,"Love the variety! : We purchased these for an event at school and they were a big hit. Everyone loved the variety! It is nice to have something other than the big name, brown sodas. I remember Shasta from when I was a kid and it is still good. Great value for the money!",False
1473,Good for Kids! : It's really good for kids and they will love. It has a variety which is great.,False
1474,Variety : This is great for the kids variety and the price is right!,False
1475,Yummy : Easy and fast tasty.,True
1476,Very good : My kids love these. Quick on the go breakfast for busy moms. No syrup required,False
1477,really nice : really nice,False
1478,Love love love : My child could eat one every day,False
1479,"My grandkids love them : Taste great, quick to fix.",False
1480,Kids love them. : Kids love them.,False
1481,Awesome price taste : The pancakes are a quick fix and my boys and Hubby love the taste!,False
1482,Quick Sweet Snack : These are great for an afternoon pick me up or a sweet treat after dinner that I don't have to feel back about!,False
1483,They are great! : They have a good chocolate taste.,False
1484,Good for the value : Good value for the item. My son loves it as a afternoon/evening small meal,False
1485,Quick and Easy : Quick and easy before school breakfast.,False
1486,chip : Taste Great portion,False
1487,Great : My Kids loved these,False
1488,we use in berry slushys : kids love putting this in blender with fresh or frozen berries little sprite got a good slush or smoothy,True
1489,"It will do : We don't like this brand as good as the Dailey's Brand, but it will do. We can't find the Dailey's anywhere, so we settled for this. We don't use it for alcohol, we use it to make smoothies with.",True
1490,Daiquiri/Margarita Mixer : Great smooth product,True
1491,Great taste and great price! : Great taste and great price!,True
1492,"yummy : I use this item in my smoothies, I like it better than having to use juice, this with some yogurt and ice...very good",False
1493,The Best Mix : Favorite Mix if you enjoy making frozen drinks at home. Great flavor,True
1494,"Great Price : I purchased for an Island Oasis machine, these work perfectly and taste great.",False
1495,Love it!!! : I love the taste,True
1496,"Transaction easy,delivery timely!. Will buy again. : Bloodmary Mix, The BEST product in the market! This review was collected as part of a promotion.",True
1497,"Product tastes great - will continue using! : Best Bloody Mary Mix to use in making Red Eye's. Product is great, but was not received in the best condition. Packing was terrible - every bottle has several dents and even bends in the neck of the bottle. This review was collected as part of a promotion.",True
1498,"HotStuff : Mr. Mrs. at its best! If you haven't tried it, you haven't lived. Walmart is the place to buy no matter what size your bank account is.",False
1499,Mr Mrs T's : It's better than making a Bloody Mary from scratch - perfect every time!,False
1500,very good product good price : excellent!,False
1501,"Great Product, excellent taste! : I recently have begun enjoying margaritas. I havent done a lot of searching for different mix and am pretty sure that this one is a good bet. I like my margaritas on the rocks and this mix seems to really do the trick as far as flavor. The reason I had even picked up a bottle to try is because the local golf course uses this to mix their margaritas and so I thought it would be a good start for me. I didnt have to search long to find it and I actually paid a decent price for it. The container is easy to pour out of and is sturdy. I use Jose Cuervo to mix my margaritas, although I think any tequila would work. I dont shake mine yet because I still need to buy a shaker but I do give them a good mix. The overall taste of the mix is sweet and tart, but not overly powerful on those to senses. I recently mowed my lawn and had a cocktail as I did so, and the mix was just the right flavor to enjoy a nice summer day. I will definitely be purchasing more of this mix in the near future and maybe adding different fruit flavors to it to punch it up a notch, but dont get me wrong the flavor out of the bottle is very good.",False
1502,"overly sweet : a little to sweet, does not taste like a margarita should",True
1503,Regatta Ginger Beer : This order arrived with three broken bottles and the bottles were 8 ounces rather than 12 ounces like shown in the website.,False
1504,mr. and mrs. t : Very good in whiskey sours and long island ice tea. Cannot find in stores. This a great deal especially if get free shipping.,True
1505,"TASTY WHISKEY SOUR MIX : CHEAPER TO BUY ON AMAZON.COM, I BELIEVE, AND I TRIED TO CANCEL THIS ORDER. BUT IT GOT HERE SO FAST MY HEAD WAS SPINNING.",False
1506,Excellent : The product is hard to find in my area. Therefore it's great to get it online and shipped to me in two days with Shopping Pass membership.,True
1507,"Looks Works Great : I've only had it for a few weeks but it looks better than the photos, and it works great. It's a perfect size (18 bottles) for a countertop, and can't be heard. If something changes I will update my review, but so far, it exceeds expectations. I would also note that I only use it for reds and the temperature doesn't fluctuate. Got my money's worth on this product.",
1508,One Star : Will not cool down. Returning!,
1509,"Greattt BUT : It looks great. A real attention piece in our kitchen. Tons of space. I removed the lower rack and have some sodas, other various drinks from time to time.... my only and bigest issue with this is that I can never get the temperature down past 51. If that's okay for you, this is a great cooler. My wife likes her wine cold and in an ideal situation temp would be 41-44 degrees. This is not capable of that no matter how long you leave it on. One more thing, everytime you open the door even if it's for a matter of seconds you will see a temperature rise of about 3 degrees. Foolishness. Great for the price but that's it.",
1510,Worth the low price. : Didn't have any reviews when I bought it so I just paid the extra cash for the Assurion insurance. I really like this thing. Sleep and stylish looks really good in my living room for my expensive beer collection that I wanted to cellar. I don't think you can cellar anything where I live in SoCal so this helped out a lot. On the lower levels of the temp range the fan is pretty loud. If you can handle that then you will be OK.,
1511,Two Stars : Never gets cold enough.,
1512,"So far so good : We received the unit a few days ago. So far it is as promised. Noise level outside the unit is acceptable--slightly less than your average refrigerator, around 40db in the surrounding area. Fine for a common area of the home. It cooled our wine down from 77 to 55 degrees pretty quickly. We have tried out a couple of thermo-electric units that seems to run for hours upon hours, never quite reaching the desired temperature--so we decided to go with a compressor based refrigerator that has more power and therefore, won't have to run as many hours (and require service/repair as quickly). The cooler looks great as shown. The refrigerant is R600--it is nontoxic--which is a big plus. When it is running, the top of the unit gets hot--so don't put any candles on it! We removed the second-to-last shelf (towards the bottom) to comfortably accommodate our different-sized bottles. We currently have 30 bottles in there, and could fit comfortably 5-7 more (Syrah, Grenache and Burgundy bottles take up more space than standard Bordeaux-type bottles). It is hard to find a good quality, long-lasting wine refrigerator--after much research--hopefully we have found the best one. Time will tell. Finally, I would give five stars for this cooler, however the seller was extremely slow to respond to my product inquiries and is unclear as to the terms of warranty (other companies have stated one year for cooler plus 3 years for compressor, for instance). Hopefully we won't have any problems in the future, in which case I suppose we would have to lean on Amazon to remedy the situation.",
1513,"Love this Wine Cellar : Excellent Wine Cellar, doesn't take up much space. It's quiet when running and seems to maintain the temperature you set it. This is only the case if you don't have a power outage in your area. It will default to 66 degrees when the power returns.",
1514,They claim that it holds 52 bottles. i could ... : They claim that it holds 52 bottles. i could barely squeeze in about 47 and these were at a tightness to where i was concerned that i would break the wood drawers.,
1515,"otherwise it seems to be working pretty well. : Didn't get 5 stars because it doesn't spare any room for bottles that are a little longer. They should redesign for a little extra room, otherwise it seems to be working pretty well.",
1516,"very happy so far : We received this two days ago in perfect condition. so far I am very satisfied. The unit looks great, operates fairly quietly, and is maintaining a perfect 55 degrees for our good reds. i only have 55 bottles in it so I have not tested the full capacity. the only con so far is that we have a few fatter than normal bottles that did not fit on certain shelves and some taller bottles that did not fit on the bottom shelves because of the compressor behind. But these are minor annoyances.",
1517,Met expectations : Slightly noisier than I'd prefer but quiet enough to have just outside a bedroom. Bottles fit nicely. The unit doesn't take up too much space but holds good amount. Overall pleased after 2 months of use.,
1518,Just works : Helps internal operations.,True
1519,Excellent : Great way to get extra fiber!,True
1520,Works for us : For us this is a good product at a reasonable price. we have used it for many years. Ordering online was fast and easy and having it shipped right to our doorstep was great. It was on time and we experienced no problems.. Just the way we like it.,True
1521,Advantage of Fiber Choice Tablet : Chewing a tablet daily is a very easy way to get fiber in your diet and control the amount of water that you are drinking and when you drink it.,False
1522,fiber tablets : easy to chew the taste is pretty good too,False
1523,"Good Product : I have been using Fiber Choice tabs for several years and feel they help keep bowel movements normal. They are a little pricey at 11cents per tablet, but are much easier to take than mixing powders with water - so convenience is worth something.",False
1524,"Works for the Wife : I'm the computer person, but the good wife says that these cured her constipation 10 years ago and won't be without them",True
1525,Fiber Choice : Works pretty well the only downside to it is it makes you extremely gassy which can be embarrassing at times.,True
1526,Fiber Choice Prebiotic Supplement : Have used this for a few years. So happy I can get them delivered to my home now. I feel these tablets help keep me regular each day.,True
1527,Love these vitamins : These are great I started taking for fiber/digestion but noticed they where clearing up congestion in my chest caused by allergies and the immune system building part of these vitamins where clearing up my allergies.love these vitamins for many reasons,False
1528,"Convenient and tastes just fine : This source of chewable fiber is my favorite. It tastes fruity and it is convenient - those two reasons alone keep me from NOT making the effort. I simply can't stand the orange drink fiber option - it has a gross texture and makes me feel bloated after drinking it. These are kind of a treat. Some reviewers don't care for these but dont strike me as chalky, or stick-to-teeth, or anything. This review was collected as part of a promotion.",True
1529,good but not best : this do a great job but I like the orange fiber Choice you no longer carry better,True
1530,"Fiber Choice : It is fine, but it lacked the weight control feature that I was hoping for. My fault, I guess, but it's fine otherwise.",True
1531,Fiber Choice : This Product works great. I have been taking it for years. Wish it would come without any food colors.,False
1532,"Tastes great : Tasty little treats, gives fiber and fills the sweet tooth. No gassy side effects.",True
1533,Great for me because I don't get enough fiber. : Great product,False
1534,"Fiber Choice Prediotic Fiber Chewable Tablets, 90 : These are good tasting, easy to chew and swallow, just take one and I am on my way, no mixing of powder or measuring. I like them a lot and they seem to help with me being regular.",False
1535,fiber choice fiber pills : If you need some fiber to help you these are the ones to definitely get.,True
1536,Good Value : It helps digestion.,True
1537,Great Product Horrible Ship time : Took forever for Walmart to ship this item....,False
1538,Excellent source of fiber : Love getting a great source of fiber in a delicious tablet!,False
1539,Great : Great,False
1540,"fiber choice : It was a good choice for me. It was delivered on time. I order AZO I ordered two, but only got one because the person who delivered it dropped it over the gate and my dogs got a hold of it. There is a note on the outside of gate asking the person who delivers packages to put it on the ledge. And for some reason the person didn't read the note.",True
1541,supplements : great way to increase fiber intake,True
1542,"Good chewie : Best price around, quality product. Works as well as other brands- like the chewies... Got one of these for a friend as well as two for myself",True
1543,"Works As Advertised : This wine thief works exactly as advertised. Sanitize it, pump it up and down in the must or wine a few times and it fills right up. It will work with your hydrometer in it and it's also great for filling a sample cylinder. Really speeds of the process when checking specific gravity.",
1544,"Works great...some of the time : Works great when the pin at the bottom sits correctly, which seems to be maybe half of the time. Otherwise it has a slow leak which makes pulling a sample difficult. However when it does sit correctly it works great and makes taking a gravity reading a breeze just sterilize the thief and hydrometer, and drop the hydrometer right into the thief. Pull a sample, take a reading, and return the beer into your fermenter by pressing the pin against the side of your vessel.",
1545,One of my best investments! Makes is so much easier to sample ... : One of my best investments! Makes is so much easier to sample out of a glass carboy and not waste the sample! you can take a hydrometer reading right inside the tube then empty it back into the carboy or other fermenter.,
1546,"Easy Hydrometer Readings : This product works exactly as expected. Makes taking samples for hydrometer readings easier than ever. I just drop my hydrometer into the thief and get my reading with no other equipment needed.The only problem I have is sometimes it doesn't drain very well when I have lots of hop particles or other solids floating around in the wort, but this is more of just a small annoyance than any kind of defect in the product.",
1547,Great way to sample your brew or take gravity measurements. : Good way to sample your Mead or Wine with out bothering the sediment on the bottom. Use to take gravity measurements or just grab a young not quite ready drink.,
1548,I love it : a must if your making wine or brewing beer. dip it in and it will take it out. now you can take your reading. touch the tip and it will come right out.,
1549,"Lightweight, easy to use - leaks a bit 1 of 1 people found this helpful. Was this review helpful to you Yes No : This works OK, but it does tend to drip out of the bottom when used. Besides using a refractometer, it would be nice if these wine thiefs and hydrometers were smaller in diameter so as to not waste so much beer when taking gravity samples.",
1550,"If you test your home brew with a hydrometer, this is a must! : Great way to safely and easily remove some home brew from a 5 gallon batch to test it with a hydrometer. Gives you a good long reach into the carboy and it does a great job grabbing enough for testing purposes. Using mine with a 5 gallon glass carboy with a top that accommodates a size 7 stopper. Sanitize it beforehand to prevent contamination and if you're careful you can pour it back when you're done. Dripping is truly minimal. Might find a drop or two from point A to B. Not a necessity for every home brewer but for me it's come in handy.",
1551,"Perfect for thieving beer from unsuspecting fermentors 1 of 1 people found this helpful. Was this review helpful to you Yes No : I would give this 3 stars since it does tend to leak out the bottom, but brewing is messy so it doesnt bother me. I am giving it 4 stars because mine came with the insert to use it as an autosiphon which was a huge plus. Not sure if this was as intended or a mistake. Either way, works for me!",
1552,"Lightweight, easy to use - leaks a bit : This works OK, but it does tend to drip out of the bottom when used. Besides using a refractometer, it would be nice if these wine thiefs and hydrometers were smaller in diameter so as to not waste so much beer when taking gravity samples.",
1553,I love it 2 of 2 people found this helpful. Was this review helpful to you Yes No : a must if your making wine or brewing beer. dip it in and it will take it out. now you can take your reading. touch the tip and it will come right out.,
1554,"Works great...some of the time 2 of 2 people found this helpful. Was this review helpful to you Yes No : Works great when the pin at the bottom sits correctly, which seems to be maybe half of the time. Otherwise it has a slow leak which makes pulling a sample difficult. However when it does sit correctly it works great and makes taking a gravity reading a breeze just sterilize the thief and hydrometer, and drop the hydrometer right into the thief. Pull a sample, take a reading, and return the beer into your fermenter by pressing the pin against the side of your vessel.",
1555,"Works As Advertised 1 of 1 people found this helpful. Was this review helpful to you Yes No : This wine thief works exactly as advertised. Sanitize it, pump it up and down in the must or wine a few times and it fills right up. It will work with your hydrometer in it and it's also great for filling a sample cylinder. Really speeds of the process when checking specific gravity.",
1556,Perfect size for dropping into the head of a carboy ... : Perfect size for dropping into the head of a carboy without it falling in. You always get just enough of a sample to test and can easily return it when done.,
1557,Tasty : Excellent Choice. Have never seen Locally,True
1558,"This ginger cocktail is great for tea : This ginger cocktail is great for tea, a mixed beverage or straight over ice. It is very soothing for a sort throat.",
1559,Onlne purchasing makes it easy to acquire instead of driving 2 One person found this helpful. Was this review helpful to you Yes No : i bough my first few bottles in Vermont where this is made. Onlne purchasing makes it easy to acquire instead of driving 2 hours,
1560,Great for cocktails! : Great to use as a substitute for ginger in your cocktail mixes. You don't get the same freshness you get from grated ginger but it does the job in a pinch.,
1561,"Delicious tasting wine ... : and don't let the price sway your selection! We have served these wines from Super Bowl gatherings to most recently our Thanksgiving celebration. Everyone enjoyed the wines and when we asked what they thought they cost, they couldn't believe the value! Love the Belle Made For You wines!!",False
1562,Bagel bites : Delio only problem they cooked unevenly,False
1563,Love Love love : This is my favorite quickie,False
1564,good taste : great afternoon snack,False
1565,"Great in smoothies : I love this stuff. I like Coco LoPez but it is in a can which makes it difficult to use just a couple of tablespoons. I add it to my fruit smoothies and gives them just that touch of sweetness and coconut flavoring to make them pop. Right now I am using it with an orange chicken stir fry. My problem is that I have been looking for it for about a month and cannot find it at the Walmart stores where I bought it originally. While this is a great product I really don't want to buy a case of it. However, if that is the only way I can get it I may have no other choice. Please start stocking this in the stores.",False
1566,"This makes a great syrup for pancakes and waffles! : I was searching for coconut syrup at my Walmart one day, and I found this Coco Real in the mixed drinks section. While I don't drink alcoholic drinks, I do enjoy mocktails occasionally, so I figured if it wouldn't work for pancakes, then I could make Pina/Colada Mocktails out of it and some pineapple juice. I shook the bottle good to make sure everything was mixed well, then used it on my hot pancakes at home. It was sooooo good. I usually only use pure maple syrup on them, but wanted some coconut syrup. This really filled that need so well. It was so delicious that I do believe I wouldn't even need to use butter on my pancakes when I use Coco Real as my syrup. It's not been easy to find locally for some reason, not even at the Walmart where I found it once. I bought the last two bottles Walmart had that day. It would be very nice if Walmart.com would make it available by the bottle without having to purchase an entire case at one time. I used one of those two bottles up pretty fast, but since I can't find it anymore, I am saving my remaining bottle for when I will get a real bad craving for coconut syrup. Torani also makes a good sugar-free coconut syrup that I would like for Walmart.com to keep in stock regularly, as well as their sugar-free Watermelon syrup. In the hot summertime, Torani sugar-free Watermelon syrup makes such refreshing drinks, and it goes well with Mexican food, which I really enjoy. It's the next best thing to liquefying cubes of real watermelon in my blender and chilled.",True
1567,This has hit bottom--used to be great : Until recently (Spring 2012)Mr MRS T's Original tasted like a tomato juice based scrumptous blody-mary mix. My wife and I enjoyed it. Now the original is made with high fructose cord syrup and no loger even tastes like it has a tomato juice base. I will no longer purchase this bastardized concoction.,
1568,"Very good alone! : I actually like this alone, without any vodka! Tomato juice is good, but I love the spiciness of this mix even better. The cans make it portable (I carry them as a snack at work), and although I'm disappointed that Mr. Mrs. T has apparently discontinued the 11.5 oz size I used to buy, this size works for me, too.",
1569,Great taste and reasonable size : I keep these on hand for my aging mother in assisted living as she likes a little spice in her snacks. These taste very good and are small enough for a quick snack between meals. I also use them in soups and stews to enrich the broth. They even make a great quick cup of soup by themselves when microwaved and topped with some grated cheese. Very nice product.,
1570,"Better than the bottle : I developed an appreciation for this drink during my days of frequent airline travel. I prefer to drink them straight (without booze). As a result, I started buying bottles of the mix at the grocery store--because finding this by the can in the real world is impossible. IMPOSSIBLE. Unfortunately, when you buy this by the bottle something happens. The first glass tastes exactly as you expected. But once you open the bottle, if you don't drink the contents within 24-36 hours the taste turns. Keeping a stock of cans in the house, therefore, is essential. I live in a major metropolitan area and I can't find these cans in any store. Not grocery stores (including mom pop, big chains, high-end small chains, etc), not liquor stores (including corner stores or BevMo). Enter Amazon. I'm very grateful I can buy this by the can here on the interwebs. I personally prefer the smaller-size cans to the 11.5 ounce. Make sure to buy enough to qualify for super saver shipping.",
1571,"One of the best Bloody Mary Mixes, though one of the most common : I think you can probably get this at most grocery stores. It really is one of the best mixes for bloody mary's. You hardly have to add anything extra to make a reasonable bloody mary. I usually add olives and pickle juice, though.",
1572,I used to get these on AA flights with my snack back in the day! : These beverages are good with or without Alcohol. They used to hand them out like candy on American Airlines. I saw them here on Amazon and I could not resist!,
1573,"This stuff is Great!!! : From the amount of this stuff I order, the folks at Amazon must think I'm a serious alcoholic. Truth is, I drink this because it's an extremely tasty Tomato Juice Cocktail! No alcohol necessary. Much tastier than V-8. Try it! You could even add alcohol, if it pleases you.",
1574,"Very Good Bloody Mary Mix - Highly Recommended! : Mr Mrs T's Bloody Mary Mix is our favorite off-the-shelf Bloody Mary mix and these 5.5oz cans are very convenient. We use the less expensive larger bottles if we know our guests will be having Bloody Marys but like these cans for single servings since the larger bottles need to be refrigerated after being opened.We add a little more than 1oz of Vodka (your taste may vary) and find that it really doesn't need anything else for most people. It is just spicy enough for my wife, but I put an extra shot of Tabasco Sauce in mine and my mother cuts hers with a little tomato juice to dilute the heat a little. These are also good straight (without any spirits added) and as substitute for tomato juice in cooking (particularly vegetable stock) to add an extra zing to your dishes.The 24 can case is a good value (especially if you have Prime or qualify for free Super Saver shipping) since we could only find them in smaller packs locally and at a much higher price per can.Highly Recommended!CFH",
1575,"Aromatic : To compare with other orange bitters: these are more aromatic-tasting and have more of a real orange zest flavor than Fee's orange, which are more of a candy orange flavor, though they differ from Angostura orange, which taste more like Angostura aromatic bitters mixed with Fee's orange bitters. This is not to say that it is better different cocktails work better with the other two. I find that a dash of these ones turns an otherwise decent sidecar into an incredible one.",
1576,"better bitters : Regan's Orange Bitters No.6 is not only a wonderful flavor for mixed drinks but makes water, yep plain ol' water, taste fabulous!Purchased 3 bottles knowing that at least 2 of them will make wonderful stocking stuffers.",
1577,"Best Orange Bitter : I've tried 5 other orange bitters, and I like this one the best. Not too sweet or citrus intensive (like Angostura). A little bit of a spice like flavor to compliment the orange. Works perfect in my Cherry Manhattan -- 3 parts Wild Turkey Rye, 1 part Herring Cherry liqueur, 2 dashes of Regan's, 2 Merry Maraschino cherries and a spoon of cherry juice from the cherry jar. So goooooood!",
1578,"My favorite orange bitters : In my opinion, this is the best all around orange bitters on the market. It has a very bitter, but complex flavor profile. For a lighter, more citrusy orange bitters, try Fee brothers west indian. But Regans adds more depth to most (though not all) cocktails.",
1579,"Going through a bitters period. : Regan's Orange Bitters 6 is just as advertised. Intense and very potent, it will give your Manhattan or Old Fashioned a real kick in the pants. I want to experiment using it with Crepes Suzette or Grand Marnier cakes - it should intensify and enhance quite well. In addition: If you have not tried Fee Brother's Old Fashion Aromatic Bitters or Peychaud's Aromatic Cocktail Bitters - then you have not experienced what bitters can do for your cocktails - or vanilla ice cream - for that matter! I am afraid that the old stand-by Angostura just doesn't compare - and I like Angostura very much!",
1580,"The best bitters I've found : These orange bitters are very flavorful and, unlike several other brands, are not overly sweet. They are excellent in any of the dryer liquors. I always seek this product out over others of this type.",
1581,"Best orange bitters on the market : Well balanced, aromatic, just spicy enough without being overpowering. Highly recommended for your next manhattan, and a lovely stocking stuffer.",
1582,"Your Secret Ingredient : Bitters are making a resurgence these days and I know many bars (at least here in NYC) are bringing back a properly made cocktail. Looking at old cocktail books from the 20s, 30s, and 40s I found that bitters were a key ingredient in many classic cocktails. After doing extensive research I learned that Regan's made some of the best, if not the best, orange bitters (go to their website and read the story behind this product). Your other choices are Fee Brothers and Angostura. Regan's however gets, and in my opinion, deserves top billing when it comes to orange bitters. These bitters are great in a variety of drinks and I usually put two dashes in my Old Raj martinis. Although you don't get a strong orange flavor per se you do notice that these bitters subtly enhance the complexity of the drink. Try these and you won't be disappointed. Go to Regan's website to find literally hundreds of drink recipes that use their bitters. You'll be inspired to make something more than a boring vodka tonic or gin martini.",
1583,"Not ready for prime time : I have been working my way back to classic cocktail recipes ever since reading David Wondrich's book Imbibe! on the great Professor Jerry Thomas and his cocktail recipes and techniques. A wealth of information there and a beginning of a long journey to try to recreate the cocktail prior to the great disaster called Prohibition. As a martini drinker, I naturally wanted to explore the tastes of the original drink so I began with orange bitters. In my market there were no retailers who carried orange bitters, so I had to rely on the ever more expensive places that will ship the stuff to your door. I started with Fee Brothers orange bitters and then tried the Peychaud version of Gary Regan's orange bitters (no. 6). Finally about 3 months ago a local liquor and wine store chain started stocking the new Angostura orange bitters. Thinking it would be easier and less expensive to support a local merchant and also wanting to try the bitters, I picked up a bottle. I was a little taken aback when I saw the retail price, 11 versus 7 for Fee Brothers and 6 for Regan's. I decided to try it anyway.Upon opening the bottle I realized that the bottle itself was orange colored and the internal contents were virtually colorless. Having made many fruit and peel extractions for liqueurs, I was very suspicious. Forging on I sniffed the aroma from the open bottle. The first smell is definitely orange, with an underlying clove aroma and something cloying behind those aromas that does not seem to work well. In the drink the orange flavor is good and the bitterness that is necessary in a quality bitter is apparent. But it seems to me that it is quickly overwhelmed by something like a passion fruit flavor that definitely does not belong in a martini. I would consider using this product in drinks that have some fruit juice and will experiment some with it. I think wit would compliment a splash of pineapple juice in a drink like the Cobalt, but I would not use it in a martini.",
1584,"An orange bitters worthy of the Angostura name : I think it's fair to say that Angostura's ubiquitous aromatic bitters are the standard against which all other aromatic bitters are judged. And with the release of Angostura's orange bitters, I believe that the company has created a new standard in that area as well.These bitters are zesty, sharp, and deliver a gigantic orange punch. I am a huge fan of Regan's orange bitters, but where those go off into a deeper, spicier direction, Angostura's offering stays laser focused on orange, orange, and more orange. Brilliant. I highly recommend these bitters for anyone who needs a bit more orange accent in your cocktails -- and really, who doesn't",
1585,"A Dash of Brilliance from Angostura : Angostura has been a brand name well-known to my family for generations. As a child, I remember my grandfather and keeping a bottle around. These days, I always have one on hand and so do most of my friends. Recently my local grocery store stopped carrying Angostura regularly so I looked online for it (as almost everything is available online these days) and much to my surprise it was available in original and orange flavor! I haven't yet tried any other brands or flavors of bitters, but I do know that I thoroughly enjoy Angostura orange bitters and will be buying another bottle. In fact, I may have been converted to orange. I find it versatile in that its great for cocktails, non-alcoholic mixers, and flavoring carbonated water such as club soda and seltzer. Like the original, the more you add, the more pronounced the flavor can be so the flavor can range from a delicate hint to bold.",
1586,"Nice product but price a head scratcher : Angostura Orange Bitters is now the third product in a tiny little product niche that includes long-standing stalwart Fee Brother's and Regan's No. 6. Since the traditional Angostura Bitters (essential ingredient in Manhattan and Pegu Club cocktails) is an institution that has extremely wide distribution, this product is piggybacking off the older product's brand recognition and iconic status. So why does this product cost 9.95 for 4 oz. when Regan's No. 6 costs 6.26 for 5 oz. and Fee Brothers costs 6.99 for 5 oz. The answer is that price probably doesn't matter if you've got the distribution. How many bottles of orange bitters you gonna go through this year, BippyBuy Amazon's 3-pack with one bottle of each brand, and you'll be set -- and confused -- for life.Angostura Orange Bitters happen to be very good.",
1587,"Wheat Beer's Best Friend : a single drop in the glass before you pour a wheat beer (belgian style) does the job much better than a slice of orange. the flavor hit is pure aromatic orange without the nasty taste of the pith.failed experiments included:*more than one drop: over the top*in a glass of budmillcoor lite: weirdly bitter and flavorless at the same time*in a trappist ale: puts the beer out of balanceLynn Hoffman, author The Short Course in Beer",
1588,"GREAT Quality at a GREAT price : Bitters have been so strong in the craft-cocktail scene these days, and we are always searching for the best quality and flavors to put behind our bar. This version of Angostura Bitters (Orange) contributes a wonderfully tart and sweet hint to any drink. We are incredibly happy with the results that have been shown when using these. The Price point on this bottle wins all the starts however, as our wholesale purveyors carry the same product for about 5 higher than Amazon's list-price.",
1589,Hard to find in bulk : It was a great buy,True
1590,Delicious Coconut popsicle ice cream : Great product. I wish Walmart could keep these in stock. They have been out of stock for weeks. Great value... each popsicle is huge. Come on Walmart... stock these already!!!!,False
1591,"YUMMERS : I'm a very picky about buying prepackaged anything, but these are SOOOO good!!!",False
1592,Sugar free : I drink this all day but it would be nice if a sugar free version was available,True
